;Nama_umkm;Sektor_usaha;Sektor_umkm;Kabupaten;Kecamatan;Desa;Jenis_usaha;Omset;Aset;Cluster
1827;Eric;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;15000;7000;0
1828;Pak Indra;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;15000;7000;0
1829;Ool;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1830;Iwan;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1831;Nusin;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1832;fachrul;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1833;Dedi jafar;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1834;Tasir;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1835;Syukri;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1836;Edo;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1837;Dedy;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1838;Botak;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;14000;7000;0
1839;Aulia;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;16500;7000;0
1840;Hendra W w;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;16500;7000;0
1841;Salman;Perdagangan;Mikro;Banda Aceh;kuta Alam;Jln. Daut Beureu eh Gp. Kuta Alam;Buger;16500;7000;0
