;Nama_umkm;Sektor_usaha;Sektor_umkm;Kabupaten;Kecamatan;Desa;Jenis_usaha;Omset;Aset;Cluster
5138;Darmiati;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Munjing;Usaha Membuat Kue;15000;35000;0
5139;Nurimah;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Munjing;Usaha Membuat Kue;15000;35000;0
5140;Wardani;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Munjing;Usaha Membuat Kue;15000;35000;0
5141;Rusdiana;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Munjing;Usaha Membuat Kue;10000;30000;0
5142;Afrida;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Munjing;Usaha Membuat Kue;10000;30000;0
5143;Salimah;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Munjing;Usaha Membuat Kue;10000;30000;0
5144;Nurimah;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5145;Erlin Hastuti;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5146;Desi Febiyanti;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5147;Sawiyah;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5148;Aina Safuwani;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5149;Darwiyah;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5150;Aliya Safitri;Industri;Mikro;Banda Aceh;Leung Bata;Gp.Lamdom;Usaha Membuat Kue;10000;30000;0
5151;Lia Laeni;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5152;Sawarni;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5153;Irfan Fernando;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5154;Agus Nafrijal;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5155;Asiah;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5156;Yumaidar;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5157;Azizah;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5158;Nur aini;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5159;Fitriani;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5160;Mariana;Industri;Mikro;Banda Aceh;Baiturrahman;Gp.Ateuk Pahlawan;Usaha Membuat Kue;5000;25000;0
5161;Isnidar;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5162;M. Yusuf;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5163;Jumiati;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5164;zuradiah;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5165;Nurmala Ismail;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5166;Mutiawati;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5167;Zamzami;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5168;Nurazizah;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5169;Sri Wahyuni;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5170;Nurlisma;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5171;Maulina;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5172;Zulkhirat;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5173;Indah Yulia Mawardi;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5174;Ainal Mardhiah;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5175;Khatijah;Industri;Mikro;Banda Aceh;Ulee Kareng;Gp. Ceurih;Membuat Kue;5000;25000;0
5176;Cut Nurbayani;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5177;Ida Safitri;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5178;Suryana;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5179;Nurma;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5180;Rukiah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5181;Evi Rina Ismail;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5182;Khairani;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5183;Salma;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5184;Mariati;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5185;Suriani;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5186;Nur aini Adnan;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5187;Sulimah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5188;Safridarwati;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5189;Saneca;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5190;Mariana;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5191;Murliyanti;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5192;Amalia;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5193;Widiastuti Harja;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5194;Lis Iriani;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5195;Nurjalali;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5196;Suarsih;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5197;Henidar;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5198;Mariana;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5199;Novi Santri;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5200;Hanum;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5201;Ainun Mardhiah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5202;Preti Sri Maghliyanti;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5203;Aisyah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5204;Herlina;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5205;Yuliana;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5206;Desi Susanti;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5207;Sri Yulianti;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5208;Rosmiati;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5209;Jannah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5210;Nadia Isnin;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5211;Nuraisyah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5212;Rosmawati;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5213;Rosmini;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5214;Sanawiyah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5215;Nilawati;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5216;Mulidar;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5217;Rosdiana Budiman;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5218;Mariani;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5219;Aisyah;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5220;Kasmiani;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Membuat Kue;10000;30000;0
5221;Asnamaun;Industri;Mikro;Banda Aceh;Kuta Alam;Gp. Mulia;Katering;25000;50000;0
5222;asnita Dewi;Industri;Mikro;Banda Aceh;Kuta Alam;Gp. Mulia;Katering;25000;50000;0
5223;angri Maulidin;Industri;Mikro;Banda Aceh;Kuta Alam;Gp. Mulia;Katering;25000;50000;0
5224;Tiasma;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5225;Kemalasari;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5226;Anita Abu Bakar;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5227;Syafriani;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5228;Afriani;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5229;Nursiah;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5230;Aisyah Mureh;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5231;Badriah M. Yunus;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5232;Nurul Nurhayati;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5233;Saomiati;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5234;Ainun Mardhiah;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Katering;25000;50000;0
5235;Yusnita;Industri;Mikro;Banda Aceh;Kuta Alam;Gp.Lampulo;Membuat Kue;5000;20000;0
5236;Suciati;Industri;Mikro;Banda Aceh;Leung Bata;Gp. Lamseupeng;Buat Kue;5000;12000;0
5237;Herawati;Industri;Mikro;Banda Aceh;Leung Bata;Gp. Lamseupeng;Buat Kue;5000;12000;0
5238;Roslina;Industri;Mikro;Banda Aceh;Leung Bata;Gp. Lamseupeng;Buat Kue;5000;12000;0
5239;Elidar;Industri;Mikro;Banda Aceh;Leung Bata;Gp. Lamseupeng;Buat Kue;5000;12000;0
5240;Rafni;Industri;Mikro;Banda Aceh;Leung Bata;Gp. Lamseupeng;Buat Kue;5000;12000;0
5241;Fauziah;Industri;Mikro;Banda Aceh;Leung Bata;Gp. Lamseupeng;Buat Kue;5000;12000;0
5242;Mariana;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Punge Blang Cut;Buat Kue;5000;12000;0
5243;Azhari;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Alue deah Tengoh;Dendeng Ikan;5000;12000;0
5244;Ernani;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Ulee Lheue;Buat Kue Kering;5000;12000;0
5245;Idawati;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Lampaseh;Menjahit;5000;12000;0
5246;Sumiati;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Lamjabat;Buat Kue;5000;12000;0
5247;Soefatmiaty;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Ulee Lheue;Buat Kue;5000;12000;0
5248;Salmaita;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Lambung;Buat Kue Tradisional;5000;12000;0
5249;Mariani;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Lamjabat;Menjahit;5000;12000;0
5250;Hasdawati;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Ulee Lheue;Pengolahan Ikan;5000;12000;0
5251;Fajriah;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Ulee Lheue;Bolu Ikan;5000;12000;0
5252;Hj. Cut Baren;Industri;Mikro;Banda Aceh;Meuraxa;Gp.Ulee Lheue;Buat Kue Khas Aceh;5000;12000;0
5253;Hamidah;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Ulee Lheue;Buat Kue Kering;5000;12000;0
5254;Rohani;Industri;Mikro;Banda Aceh;Syiah Kuala;Gp.Pineung;Bordir;5000;12000;0
5255;Rina Wahyuni;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Cot Lamkuweh;Buat Kue;5000;12000;0
5256;Akikah;Industri;Mikro;Banda Aceh;Meuraxa;Gp. Cot Lamkuweh;Buat Kue;5000;12000;0
5257;Kelompok Usaha Della Taylor;Industri;Mikro;Banda Aceh;Kuta Raja;Lampaseh Kota;Menjahit;25000;50000;0
5258;Cut Fahmeulu;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5259;Asrianti;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5260;Hesti Novitri;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5261;Nurlisa;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5262;Sriwahyuni;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5263;Siti Keumala Dewi;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5264;Susi Harmaini;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Sultan Iskandar Muda Gp. Blang Oi;Membuat Kue;5000;12000;0
5265;Makhfirah;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Tenggiri Gp. Ulee Lheu;Membuat Kue;5000;12000;0
5266;Khasinar;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Tenggiri Gp. Ulee Lheu;Membuat Kue;5000;12000;0
5267;Chairiah;Industri;Mikro;Banda Aceh;Meuraxa;Jl. Tenggiri Gp. Ulee Lheu;Membuat Kue;5000;12000;0
5268;yusmanidar;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5269;lilis suriani;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5270;cut sakdiyah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5271;rahmi yati;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5272;Nurmalia;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5273;syarifah rusdah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5274;yusnidar;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5275;rosmawati;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5276;rosni;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5277;rezi novida AZ;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5278;syarifah khadijah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5279;sri wahyuni;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5280;umira;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5281;fatimah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5282;ainul mardiah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5283;habsan;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5284;nurlinawati;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5285;hariyanti;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5286;salbiah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5287;fajriah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Jawa dsn. Tgk hamzah;Membuat Kue;5000;12000;0
5288;dewi yana;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5289;rita dewi;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5290;nova sofia;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5291;Nurkasmi;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5292;rosmawan;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5293;erlina;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5294;nur aini;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5295;rinawati rambe;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5296;ti asma;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Ayah dolah Gp. Jawa;Membuat Kue;5000;12000;0
5297;jamila ariani;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5298;rahmawati;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5299;nana makrufianti;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5300;mariani;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5301;ermawati;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5302;cut sakdiyah;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5303;eka yuslinar;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5304;marlisa;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5305;sumiati;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Nyak raden Gp. Jawa;Membuat Kue;5000;12000;0
5306;mari yani;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5307;eka kasiyatun;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5308;rukiah;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5309;nurjani;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5310;nurmala sari;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5311;zuraidah;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5312;yuliana;Industri;Mikro;Banda Aceh;Kuta Raja;Jl. Twk. Raja keumala Gp. Keudah;Membuat Kue;5000;12000;0
5313;Nira wardani;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5314;darmayanti;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5315;anuraibah;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5316;marlinda;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5317;endang fristiani;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5318;nuraini;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5319;jumaini;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5320;hasnidar;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5321;evi suryani;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5322;maulina;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5323;indar wati;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5324;nuraina;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5325;halimah tgk. Bujang;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5326;nurliza;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5327;rosmawar;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5328;nurjannah nurdin;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5329;nasriati;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5330;juliana;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5331;juraida;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5332;julianti;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5333;deni arianti;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5334;Usaha Membuat Kue;Industri;Mikro;Banda Aceh;Kuta Raja;Gp. Pande;Membuat Kue;5000;12000;0
5335;Nurmala;Industri;Mikro;Banda Aceh;Leung Bata;Jl. Mini Jaya Gp. Batoh;Membuat Kue;5000;12000;0
5336;Nur Aini/ Peyek Aceh;Industri;Mikro;Banda Aceh;Syiah Kuala;Gp. Prada;Membuat Peyek;40000;80000;2
5337;Mariah;Industri;Mikro;Banda Aceh;Ulee Kareng;Jl. Poteumerhom Lamteh;Membuat Kue Basah;36155;70000;2
5338;Cut Rostina;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Tgk. ABD Mutalib Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5339;Epi Asnani;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Harapan Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5340;Nasriah;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Tuan Dipakeh No.19 Punge Blang Cut Gp.Pung;Membuat Kue;5000;12500;0
5341;Rasyiah;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Tuan Dipakeh No.7 Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5342;Sri Yatun;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Cot Arun.II Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5343;Katijah;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.P.Blang Cut Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5344;Faridah;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Tuan Dipakeh Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5345;Nuraini;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Tuan Dipakeh Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5346;Cut Aniar;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Harapan No.36 Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
5347;Titin Sri Parmini;Industri;Mikro;Banda Aceh;Jaya Baru;Jl.Punge Blang Cut No.115 Gp.Punge Blang Cut;Membuat Kue;5000;12500;0
